customer_id,name,email,country,age,signup_date,marketing_opt_in,tenure_days,n_orders,total_revenue,mean_order_value,total_qty_purchased,n_products_purchased,n_categories_purchased,first_order_time,last_order_time,recency_days,n_events,n_views,n_add_to_cart,n_checkouts,n_purchase_events,n_sessions_with_events,views_per_session,cart_to_view_rate,purchase_to_cart_rate,qty_Beauty,qty_Books,qty_Electronics,qty_Fashion,qty_Home & Kitchen,qty_Sports,qty_Toys,rev_Beauty,rev_Books,rev_Electronics,rev_Fashion,rev_Home & Kitchen,rev_Sports,rev_Toys,flag_qty_Beauty,flag_qty_Books,flag_qty_Electronics,flag_qty_Fashion,flag_qty_Home & Kitchen,flag_qty_Sports,flag_qty_Toys,category_variety,recency_days_log,n_orders_log,total_revenue_log,n_events_log,n_views_log,n_add_to_cart_log,n_sessions_with_events_log,n_products_purchased_log,n_categories_purchased_log,category_variety_log,cluster_kmeans,cluster_agg,cluster_dbscan
11,Mary Gonzalez,mgonzalez@example.net,MX,68,2022-01-11,True,1389,0.0,0.0,0.0,0.0,0.0,0.0,,,1389.0,14.0,14.0,0.0,0.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.237059026124737,0.0,0.0,2.70805020110221,2.70805020110221,0.0,1.6094379124341003,0.0,0.0,0.0,3,1,1
12,Margaret Li,williambrown@example.net,US,70,2021-05-16,False,1629,2.0,484.25,242.125,6.0,2.0,2.0,2023-04-24 00:55:52,2024-08-04 04:40:15,453.0,19.0,12.0,3.0,2.0,2.0,3.0,4.0,0.25,0.6666666666666666,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,117.18,431.85,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.118097198041348,1.0986122886681098,6.184664222049119,2.995732273553991,2.5649493574615367,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,2,2,0
13,Steve Logan,brookssamuel@example.com,AU,41,2023-08-13,True,810,0.0,0.0,0.0,0.0,0.0,0.0,,,810.0,7.0,6.0,1.0,0.0,0.0,1.0,6.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.698268054115413,0.0,0.0,2.0794415416798357,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,3,1,1
14,Matthew Thompson,greendawn@example.org,SG,28,2021-01-13,True,1752,3.0,380.89,126.96333333333332,4.0,4.0,3.0,2022-11-30 12:51:47,2025-10-28 08:59:34,3.0,28.0,17.0,5.0,3.0,3.0,4.0,4.25,0.2941176470588235,0.6,1.0,0.0,0.0,0.0,2.0,0.0,1.0,101.8,0.0,0.0,0.0,250.37,0.0,41.24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,1.3862943611198906,1.3862943611198906,5.945132609023493,3.367295829986474,2.8903717578961645,1.791759469228055,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.5596157879354227,1,0,0
15,Paul Neal,jennifer48@example.net,AU,52,2020-06-14,True,1965,2.0,40.06,20.03,2.0,2.0,2.0,2020-09-20 13:06:13,2022-05-04 07:04:40,1276.0,31.0,24.0,3.0,2.0,2.0,6.0,4.0,0.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.152268856032539,1.0986122886681098,3.7150344115907874,3.4657359027997265,3.2188758248682006,1.3862943611198906,1.9459101490553132,1.0986122886681098,1.0986122886681098,0.6931471805599453,2,0,0
16,Richard Mills,kenneth31@example.net,JP,51,2023-06-20,False,864,1.0,285.4,285.4,4.0,1.0,1.0,2024-04-22 23:00:50,2024-04-22 23:00:50,556.0,46.0,35.0,9.0,1.0,1.0,7.0,5.0,0.2571428571428571,0.1111111111111111,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,285.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.322565239927284,0.6931471805599453,5.657389435086491,3.8501476017100584,3.58351893845611,2.302585092994046,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,3,0
17,David Young,shirleyreese@example.com,US,31,2025-05-15,True,169,3.0,791.85,263.95,9.0,5.0,4.0,2021-05-04 10:54:05,2024-03-11 03:55:15,599.0,46.0,30.0,10.0,3.0,3.0,6.0,5.0,0.3333333333333333,0.3,0.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,39.71,0.0,288.3,169.09,368.44,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8,6.396929655216146,1.3862943611198906,6.675634048635577,3.8501476017100584,3.4339872044851463,2.3978952727983707,1.9459101490553132,1.791759469228055,1.6094379124341003,0.5877866649021191,1,0,0
18,James Burke,osolomon@example.net,IN,45,2020-02-12,False,2088,4.0,805.64,201.41,14.0,8.0,6.0,2021-09-26 00:24:08,2024-10-16 13:36:30,380.0,69.0,48.0,12.0,5.0,4.0,10.0,4.8,0.25,0.3333333333333333,0.0,7.0,1.0,5.0,0.0,0.0,1.0,0.0,218.92,85.54,606.0500000000001,0.0,0.0,43.04,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,5.942799375126701,1.6094379124341003,6.69287747208496,4.248495242049359,3.8918202981106265,2.5649493574615367,2.3978952727983707,2.1972245773362196,1.9459101490553132,0.5596157879354227,1,0,0
19,Dr. Kimberly Kennedy,mathewssamuel@example.net,AU,57,2021-07-01,False,1583,3.0,265.32,88.44,8.0,6.0,5.0,2020-08-27 11:10:28,2021-05-06 09:14:00,1639.0,33.0,21.0,6.0,3.0,3.0,5.0,4.2,0.2857142857142857,0.5,2.0,1.0,0.0,0.0,0.0,2.0,3.0,107.97,18.59,0.0,0.0,0.0,135.36,42.96,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,7.402451520818244,1.3862943611198906,5.584698593266769,3.5263605246161616,3.091042453358316,1.9459101490553132,1.791759469228055,1.9459101490553132,1.791759469228055,0.6061358035703156,0,0,0
20,Stephen Mccormick,edean@example.net,AE,33,2022-06-02,True,1247,4.0,499.73,124.9325,7.0,7.0,5.0,2020-01-06 00:24:51,2025-05-24 04:12:43,160.0,72.0,49.0,15.0,4.0,4.0,12.0,4.083333333333333,0.3061224489795918,0.2666666666666666,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,95.39,0.0,13.68,0.0,403.64,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,5.081404364984463,1.6094379124341003,6.216067033658436,4.290459441148391,3.912023005428146,2.772588722239781,2.5649493574615367,2.0794415416798357,1.791759469228055,0.538996500732687,1,0,0
21,Brianna Johnson,howellevan@example.org,US,73,2020-03-26,True,2045,0.0,0.0,0.0,0.0,0.0,0.0,,,2045.0,13.0,11.0,1.0,1.0,0.0,4.0,2.75,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6236419465115715,0.0,0.0,2.6390573296152584,2.4849066497880004,0.6931471805599453,1.6094379124341003,0.0,0.0,0.0,3,1,1
22,Amanda Taylor,terryjillian@example.org,AU,59,2022-03-17,False,1324,1.0,169.83,169.83,2.0,2.0,2.0,2020-08-31 13:46:51,2020-08-31 13:46:51,1887.0,50.0,42.0,5.0,2.0,1.0,9.0,4.666666666666667,0.119047619047619,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,114.67,0.0,0.0,0.0,74.03,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.543273346705446,0.6931471805599453,5.140668909958967,3.9318256327243257,3.7612001156935624,1.791759469228055,2.302585092994046,1.0986122886681098,1.0986122886681098,0.6931471805599453,0,3,0
23,Pamela Gonzalez,hobbskatelyn@example.net,US,22,2025-01-10,False,294,1.0,57.19,57.19,2.0,2.0,1.0,2023-05-31 04:24:21,2023-05-31 04:24:21,884.0,28.0,19.0,5.0,3.0,1.0,4.0,4.75,0.2631578947368421,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,6.785587645007929,0.6931471805599453,4.063713518668578,3.367295829986474,2.995732273553991,1.791759469228055,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.4054651081081644,0,2,0
24,Ashley Harris,johnsonstacy@example.net,GB,22,2023-04-30,False,915,0.0,0.0,0.0,0.0,0.0,0.0,,,915.0,42.0,37.0,5.0,0.0,0.0,7.0,5.285714285714286,0.1351351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82001636467413,0.0,0.0,3.7612001156935624,3.6375861597263857,1.791759469228055,2.0794415416798357,0.0,0.0,0.0,3,1,1
25,Paul Chen,ggarcia@example.net,US,41,2024-07-22,True,466,2.0,318.95,159.475,3.0,3.0,2.0,2021-05-17 04:41:42,2025-03-22 15:09:44,223.0,33.0,21.0,8.0,2.0,2.0,5.0,4.2,0.3809523809523809,0.25,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,299.8,0.0,19.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,5.4116460518550396,1.0986122886681098,5.768164733585469,3.5263605246161616,3.091042453358316,2.1972245773362196,1.791759469228055,1.3862943611198906,1.0986122886681098,0.5108256237659906,0,3,0
26,Francis Coleman,bellsarah@example.org,US,49,2024-09-27,False,399,1.0,5.93,5.93,1.0,1.0,1.0,2023-05-08 22:18:11,2023-05-08 22:18:11,907.0,28.0,22.0,3.0,2.0,1.0,7.0,3.142857142857143,0.1363636363636363,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.811244378601294,0.6931471805599453,1.9358598132018119,3.367295829986474,3.1354942159291497,1.3862943611198906,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2,0
27,Isabel Flores,nyork@example.net,IN,35,2024-05-04,False,545,2.0,75.13,37.565,4.0,3.0,2.0,2022-08-29 22:12:31,2023-12-18 19:34:52,683.0,54.0,41.0,9.0,2.0,2.0,9.0,4.555555555555555,0.2195121951219512,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,67.63,17.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,6.52795791762255,1.0986122886681098,4.332442405318121,4.007333185232471,3.7376696182833684,2.302585092994046,2.302585092994046,1.3862943611198906,1.0986122886681098,0.5108256237659906,0,3,0
28,Jason Graham,reedjanet@example.net,US,24,2023-10-30,True,732,1.0,44.21,44.21,1.0,1.0,1.0,2020-08-25 23:11:23,2020-08-25 23:11:23,1892.0,42.0,30.0,9.0,2.0,1.0,6.0,5.0,0.3,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.545918151209323,0.6931471805599453,3.811318301306514,3.7612001156935624,3.4339872044851463,2.302585092994046,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,3,0
29,Michelle Carey,george08@example.org,FR,62,2023-05-11,True,904,1.0,16.8,16.8,1.0,1.0,1.0,2020-10-15 07:15:05,2020-10-15 07:15:05,1842.0,28.0,21.0,4.0,2.0,1.0,5.0,4.2,0.1904761904761904,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.519149957669823,0.6931471805599453,2.8791984572980396,3.367295829986474,3.091042453358316,1.6094379124341003,1.791759469228055,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,3,0
30,Paul Brown,travis72@example.com,MX,47,2020-10-21,True,1836,2.0,369.64,184.82,6.0,4.0,2.0,2020-05-23 22:19:47,2025-02-15 20:12:20,258.0,62.0,43.0,14.0,3.0,2.0,10.0,4.3,0.3255813953488372,0.1428571428571428,3.0,0.0,0.0,0.0,3.0,0.0,0.0,182.15,0.0,0.0,0.0,257.13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,5.556828061699537,1.0986122886681098,5.915231241108393,4.143134726391533,3.784189633918261,2.70805020110221,2.3978952727983707,1.6094379124341003,1.0986122886681098,0.4054651081081644,1,3,0
31,Tina Robertson,justinlewis@example.net,US,71,2021-10-02,False,1490,2.0,296.48,148.24,2.0,2.0,2.0,2025-02-13 23:55:31,2025-08-14 01:31:31,78.0,36.0,27.0,4.0,3.0,2.0,6.0,4.5,0.1481481481481481,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.85,0.0,249.08,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.3694478524670215,1.0986122886681098,5.6953469958350995,3.6109179126442243,3.332204510175204,1.6094379124341003,1.9459101490553132,1.0986122886681098,1.0986122886681098,0.6931471805599453,2,0,0
32,Christopher Mcmillan,henryvickie@example.net,MX,69,2020-11-27,True,1799,1.0,75.05,75.05,1.0,1.0,1.0,2023-05-22 12:53:14,2023-05-22 12:53:14,893.0,46.0,36.0,8.0,1.0,1.0,8.0,4.5,0.2222222222222222,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.795705775173514,0.6931471805599453,4.331391018705302,3.8501476017100584,3.6109179126442243,2.1972245773362196,2.1972245773362196,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,3,0
33,Lori Kelly,vmcfarland@example.org,GB,18,2022-11-08,False,1088,0.0,0.0,0.0,0.0,0.0,0.0,,,1088.0,63.0,48.0,13.0,2.0,0.0,8.0,6.0,0.2708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9930151229329605,0.0,0.0,4.1588830833596715,3.8918202981106265,2.6390573296152584,2.1972245773362196,0.0,0.0,0.0,3,1,1
34,Matthew Watson,jose88@example.org,MX,28,2020-08-13,False,1905,6.0,464.48,77.41333333333334,11.0,8.0,8.0,2020-03-29 18:39:35,2025-07-16 15:48:20,107.0,74.0,50.0,11.0,7.0,6.0,12.0,4.166666666666667,0.22,0.5454545454545454,0.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,77.06,0.0,172.81,106.77,0.0,121.98,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.68213122712422,1.9459101490553132,6.143069131239876,4.31748811353631,3.9318256327243257,2.4849066497880004,2.5649493574615367,2.1972245773362196,2.1972245773362196,0.6931471805599453,1,0,0
35,Stephen Hall,mmartinez@example.net,PL,60,2025-08-17,True,75,3.0,253.84,84.61333333333333,9.0,6.0,6.0,2023-09-16 13:41:00,2025-06-19 08:45:39,134.0,65.0,45.0,13.0,4.0,3.0,8.0,5.625,0.2888888888888888,0.2307692307692307,1.0,1.0,0.0,4.0,2.0,1.0,0.0,13.67,12.97,0.0,174.64,42.68,30.71,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.90527477843843,1.3862943611198906,5.540635897248287,4.189654742026425,3.828641396489095,2.6390573296152584,2.1972245773362196,1.9459101490553132,1.9459101490553132,0.6931471805599453,1,0,0
36,Maria Bailey,aimee78@example.net,US,24,2020-05-21,False,1989,3.0,183.79,61.26333333333334,7.0,4.0,3.0,2020-07-06 17:39:42,2023-10-05 22:05:24,757.0,37.0,24.0,7.0,3.0,3.0,6.0,4.0,0.2916666666666667,0.4285714285714285,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,6.4,0.0,0.0,0.0,39.84,162.04999999999998,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,6.630683385642372,1.3862943611198906,5.219220045189334,3.6375861597263857,3.2188758248682006,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.3862943611198906,0.5596157879354227,0,0,0
37,Joel Norris,beth25@example.com,FR,59,2020-06-26,True,1953,2.0,239.33,119.665,7.0,5.0,4.0,2022-03-22 19:25:53,2022-10-31 17:29:39,1096.0,45.0,30.0,10.0,3.0,2.0,7.0,4.285714285714286,0.3333333333333333,0.2,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,110.69,0.0,36.15,0.0,123.01,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,7.00033446027523,1.0986122886681098,5.482012978895135,3.828641396489095,3.4339872044851463,2.3978952727983707,2.0794415416798357,1.791759469228055,1.6094379124341003,0.5877866649021191,0,3,0
38,Melissa Romero,kevin92@example.net,CA,22,2024-12-18,True,317,0.0,0.0,0.0,0.0,0.0,0.0,,,317.0,28.0,20.0,7.0,1.0,0.0,5.0,4.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.762051382780177,0.0,0.0,3.367295829986474,3.044522437723423,2.0794415416798357,1.791759469228055,0.0,0.0,0.0,3,1,1
39,David Nguyen,eugene53@example.com,MX,26,2022-04-13,False,1297,3.0,358.38,119.46,5.0,5.0,4.0,2020-03-05 19:51:11,2023-02-05 04:33:30,999.0,28.0,17.0,5.0,3.0,3.0,4.0,4.25,0.2941176470588235,0.6,1.0,1.0,0.0,3.0,0.0,0.0,0.0,19.5,43.43,0.0,318.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,6.907755278982137,1.3862943611198906,5.8843803244983075,3.367295829986474,2.8903717578961645,1.791759469228055,1.6094379124341003,1.791759469228055,1.6094379124341003,0.5877866649021191,2,0,0
40,Monica Garcia,gonzalezedward@example.org,DE,64,2023-01-09,True,1026,5.0,1025.31,205.062,15.0,13.0,8.0,2020-04-09 01:15:58,2025-04-24 07:06:00,190.0,74.0,46.0,18.0,5.0,5.0,9.0,5.111111111111111,0.391304347826087,0.2777777777777778,0.0,5.0,1.0,1.0,1.0,6.0,1.0,0.0,110.86,81.79,163.74,115.2,548.14,28.23,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,5.25227342804663,1.791759469228055,6.933725124343846,4.31748811353631,3.8501476017100584,2.9444389791664403,2.302585092994046,2.6390573296152584,2.1972245773362196,0.4795730802618863,1,0,0
41,Morgan Graham,danielpruitt@example.com,BR,34,2023-02-21,True,983,0.0,0.0,0.0,0.0,0.0,0.0,,,983.0,23.0,17.0,5.0,1.0,0.0,4.0,4.25,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.891625897052253,0.0,0.0,3.1780538303479458,2.8903717578961645,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,3,1,1
42,James Johnson,bdickerson@example.net,NL,25,2021-05-31,False,1614,2.0,63.129999999999995,31.565,2.0,2.0,2.0,2020-05-02 06:09:49,2023-04-06 14:58:17,939.0,29.0,21.0,4.0,2.0,2.0,5.0,4.2,0.1904761904761904,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.53999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.84587987526405,1.0986122886681098,4.160912273160771,3.4011973816621555,3.091042453358316,1.6094379124341003,1.791759469228055,1.0986122886681098,1.0986122886681098,0.6931471805599453,2,0,0
